timestamp_utc,user_language,model,transcript_original,transcript_english,latency_s,audio_path,notes
2026-05-14T13:20:01Z,en,Google SR,good evening what is the meaning of data science between computer science difference,good evening what is the meaning of data science between computer science difference,0.8969,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-14T13:20:45Z,zh,Google SR,,,0.0000,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,error: The read operation timed out
2026-05-14T13:21:27Z,zh,Google SR,Can you please tell me whether data science or computer comparative thinking in this modern society?,Can you please tell me whether data science or computer comparative thinking in this modern society?,3.8677,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-14T13:22:24Z,zh,Google SR,Can you tell me whether data science or computing will be more popular in the next 10 years?,Can you tell me whether data science or computing will be more popular in the next 10 years?,4.9327,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-14T13:25:57Z,zh,Google SR,I want to know whether the computer science department will still be popular in the next 20 years,I want to know whether the computer science department will still be popular in the next 20 years,4.4585,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-14T13:26:42Z,zh,Google SR,Can you tell me whether computer science departments will still be popular in the next 20 years?,Can you tell me whether computer science departments will still be popular in the next 20 years?,6.2437,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-14T13:27:24Z,en,Google SR,tell me the trend of computer science in the next 20 years,tell me the trend of computer science in the next 20 years,0.8824,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-14T13:28:26Z,zh,Google SR,Please open the chat app,Please open the chat app,2.2754,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-14T13:28:41Z,zh,Google SR,,,0.0000,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,error: The read operation timed out
2026-05-14T13:36:27Z,zh,Google SR,请打开聊天应用,请打开聊天应用,4.1950,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,googletrans_fallback
2026-05-14T13:36:44Z,zh,Google SR,选择第一个聊天,选择第一个聊天,3.7754,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,googletrans_fallback
2026-05-14T13:36:57Z,zh,Google SR,输入正在来着,输入正在来着,3.6126,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,googletrans_fallback
2026-05-14T13:37:10Z,zh,Google SR,,,0.6808,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript
2026-05-14T13:37:16Z,zh,Google SR,发送,发送,3.4212,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,googletrans_fallback
2026-05-14T13:37:28Z,zh,Google SR,选,选,3.4185,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,googletrans_fallback
2026-05-14T13:37:47Z,zh,Google SR,选择第二个聊天,选择第二个聊天,3.7007,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,googletrans_fallback
2026-05-14T13:38:00Z,zh,Google SR,输入好的,输入好的,3.5294,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,googletrans_fallback
2026-05-14T13:38:13Z,zh,Google SR,,,0.4854,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript
2026-05-14T13:38:18Z,zh,Google SR,,,0.6678,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript
2026-05-14T13:38:24Z,zh,Google SR,,,0.5767,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript
2026-05-14T13:38:30Z,zh,Google SR,清除消息,清除消息,3.4842,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,googletrans_fallback
2026-05-14T13:38:43Z,zh,Google SR,停止自动化,停止自动化,3.5453,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,googletrans_fallback
2026-05-14T13:55:36Z,en,Google SR,please open WhatsApp,please open WhatsApp,0.6649,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-14T13:55:48Z,en,Google SR,,,0.3611,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript
2026-05-14T13:55:53Z,en,Google SR,search chat,search chat,0.4378,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-14T13:56:06Z,en,Google SR,select third check,select third check,0.6446,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-14T13:56:18Z,en,Google SR,stop automation,stop automation,0.6903,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-14T15:17:01Z,zh,Google SR,请帮我打开油管,请帮我打开油管,3.7712,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,googletrans_fallback
2026-05-14T15:18:04Z,zh,Google SR,请帮我打开油管,请帮我打开油管,3.8483,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,googletrans_fallback
2026-05-14T15:18:22Z,zh,Google SR,搜索周杰伦,搜索周杰伦,5.0429,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,googletrans_fallback
2026-05-14T15:18:40Z,zh,Google SR,播放第一个,播放第一个,3.6899,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,googletrans_fallback
2026-05-14T15:18:54Z,zh,Google SR,,,0.6826,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript
2026-05-14T15:19:00Z,zh,Google SR,暂停音乐,暂停音乐,3.6491,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,googletrans_fallback
2026-05-14T15:19:12Z,zh,Google SR,,,0.9039,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript
2026-05-14T15:19:18Z,zh,Google SR,停止自动化,停止自动化,3.5918,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,googletrans_fallback
2026-05-15T15:24:32Z,en,Google SR,tell me briefly what is agentic AI,tell me briefly what is agentic AI,1.1748,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-15T15:25:22Z,en,Google SR,tell me in short sentence what is agentic AI,tell me in short sentence what is agentic AI,0.7359,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-15T15:28:59Z,en,Google SR,please open WhatsApp,please open WhatsApp,0.7121,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-15T15:29:12Z,en,Google SR,,,0.3568,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript
2026-05-15T15:29:17Z,en,Google SR,Select second chat,Select second chat,0.6645,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-15T15:29:27Z,en,Google SR,,,0.6116,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript
2026-05-15T15:29:33Z,en,Google SR,pipe ok no problem,pipe ok no problem,0.4959,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-15T15:29:45Z,en,Google SR,pipe ok no problem,pipe ok no problem,0.8268,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-15T15:29:58Z,en,Google SR,could you type no problem,could you type no problem,0.7329,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-15T15:30:07Z,en,Google SR,remove message,remove message,0.5572,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-15T15:30:16Z,en,Google SR,search user y r n,search user y r n,0.6636,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-15T15:30:25Z,en,Google SR,clear search,clear search,1.3901,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-15T15:30:36Z,en,Google SR,select third chat,select third chat,0.5377,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-15T15:30:44Z,en,Google SR,search user y r n,search user y r n,0.5660,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-15T15:30:54Z,en,Google SR,search user y r n,search user y r n,0.6215,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-15T15:31:03Z,en,Google SR,,,0.4734,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript
2026-05-15T15:31:09Z,en,Google SR,search user ABC,search user ABC,0.5596,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-15T15:31:18Z,en,Google SR,select first chat,select first chat,0.6382,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-15T15:31:27Z,en,Google SR,clear search,clear search,0.3946,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-15T15:31:37Z,en,Google SR,stop operation,stop operation,0.5461,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-16T08:27:09Z,en,Google SR,good morning please open WhatsApp,good morning please open WhatsApp,0.6450,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-16T08:27:21Z,en,Google SR,select first chat,select first chat,0.7311,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-16T08:27:31Z,en,Google SR,,,1.2592,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript
2026-05-16T08:27:37Z,en,Google SR,,,0.6133,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript
2026-05-16T08:27:43Z,en,Google SR,please type oh my god,please type oh my god,0.4588,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-16T08:27:51Z,en,Google SR,,,1.4004,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript
2026-05-16T08:27:58Z,en,Google SR,,,0.3194,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript
2026-05-16T08:28:03Z,en,Google SR,,,0.4226,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript
2026-05-16T08:28:09Z,en,Google SR,search user y a n,search user y a n,0.7948,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-16T08:28:19Z,en,Google SR,clear search,clear search,0.4354,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-16T08:28:29Z,en,Google SR,select first chat,select first chat,0.6232,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-16T08:28:38Z,en,Google SR,send,send,0.7516,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-16T08:28:47Z,en,Google SR,search user PG,search user PG,0.6472,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-16T08:28:57Z,en,Google SR,select first chat,select first chat,0.5464,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-16T08:29:06Z,en,Google SR,stop automation,stop automation,0.4143,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-16T08:33:30Z,en,Google SR,please open Google News,please open Google News,1.5302,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-16T08:33:46Z,en,Google SR,search for news in USA and China,search for news in USA and China,0.9573,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-16T08:33:56Z,en,Google SR,,,0.2638,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript
2026-05-16T08:34:02Z,en,Google SR,search for news in Sabah,search for news in Sabah,0.5971,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-16T08:34:11Z,en,Google SR,search for fighting news in Kuala Lumpur,search for fighting news in Kuala Lumpur,0.7522,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-16T08:34:20Z,en,Google SR,,,0.6618,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript
2026-05-16T08:34:26Z,en,Google SR,,,0.2850,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript
2026-05-16T08:34:31Z,en,Google SR,stop automation,stop automation,0.6362,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-16T08:35:23Z,zh,Google SR,可以告诉我马来西亚未来发展趋势吗,可以告诉我马来西亚未来发展趋势吗,4.5239,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,googletrans_fallback
2026-05-16T08:36:22Z,en,Google SR,,,1.2109,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript
2026-05-16T08:37:04Z,zh,Google SR,解释什么是数字经济,解释什么是数字经济,3.9459,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,googletrans_fallback
2026-05-16T08:43:20Z,zh,Google SR,Tell me which major is most suitable for digital economy?,Tell me which major is most suitable for digital economy?,11.0976,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-16T08:44:16Z,zh,Google SR,Please help me open the oil pipe,Please help me open the oil pipe,2.1995,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-16T08:44:33Z,zh,Google SR,,,0.2561,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript
2026-05-16T08:44:38Z,zh,Google SR,Search for JJ Lin I miss,Search for JJ Lin I miss,2.3948,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-16T08:44:53Z,zh,Google SR,play first,play first,1.0612,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-16T08:45:05Z,zh,Google SR,Pause playback,Pause playback,2.2596,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-16T08:45:16Z,zh,Google SR,continue playing,continue playing,2.6178,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-16T08:45:27Z,zh,Google SR,,,0.1871,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript
2026-05-16T08:45:33Z,zh,Google SR,Stop automation,Stop automation,0.9747,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-16T08:47:38Z,en,Google SR,please open WhatsApp,please open WhatsApp,0.6542,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-16T08:47:50Z,en,Google SR,select first chat,select first chat,1.5929,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-16T08:48:01Z,en,Google SR,stop automation,stop automation,0.6388,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-17T13:42:13Z,en,Google SR,hello please open WhatsApp,hello please open WhatsApp,0.6582,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-17T13:42:25Z,en,Google SR,select first chat,select first chat,0.6264,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-17T13:42:34Z,en,Google SR,please type go asla,please type go asla,0.6523,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-17T13:42:42Z,en,Google SR,send message,send message,0.4956,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-17T13:42:50Z,en,Google SR,close automation,close automation,0.5584,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-17T13:43:03Z,en,Google SR,stop automation,stop automation,0.4903,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-18T13:46:26Z,en,Google SR,,,0.3083,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,empty_transcript
2026-05-18T13:46:36Z,en,Google SR,hi what is the meaning of computer science,hi what is the meaning of computer science,0.4781,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-18T13:52:25Z,zh,Google SR,Please open the oil pipe,Please open the oil pipe,3.2634,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-18T13:53:15Z,zh,Google SR,Stop automation,Stop automation,2.1353,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-18T14:01:18Z,zh,Google SR,请帮我截图,Please help me take a screenshot,2.6818,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-18T14:06:21Z,zh,Google SR,请打开WhatsApp,Please open WhatsApp,2.2204,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
2026-05-18T14:06:41Z,zh,Google SR,停止自动化,Stop automation,1.1621,D:\Documents\FYP\Multimodal_Assistant\Voice_Architecture\ASR\audio\session_input.wav,
