id,user,timestamp,action,status,response_time,cpu_utilization,memory_usage
30,Lee,2026-05-18T15:04:28.483+08:00,Gesture Control: Cursor movement,ok,9.33,7.4433,5.8489
31,Lee,2026-05-18T15:10:28.353+08:00,Voice Assistant: Open YouTube,ok,565.59,20.6166,4.0853
32,Lee,2026-05-18T15:17:30.111+08:00,Voice Assistant: Voice command,ok,539.07,33.6209,10.1633
33,Lee,2026-05-18T15:18:06.785+08:00,Voice Assistant: Voice command,ok,1406.29,38.5136,4.6814
34,Lee,2026-05-18T15:25:22.585+08:00,Voice Assistant: Hello may I know the meaning of data science,ok,2875.11,26.8988,11.8436
35,Lee,2026-05-18T15:26:36.203+08:00,Voice Assistant: 你好能打开谷歌新闻吗,ok,58.64,14.4020,4.4113
36,Lee,2026-05-18T15:27:02.805+08:00,Voice Assistant: Open YouTube,ok,723.23,24.5238,15.7111
37,Lee,2026-05-18T15:27:29.354+08:00,Voice Assistant: Search news in Sabah,ok,692.66,38.3125,16.2561
38,Lee,2026-05-18T15:28:06.594+08:00,Voice Assistant: 寻找美国新闻,ok,888.41,11.9342,8.4357
39,Lee,2026-05-18T15:32:21.373+08:00,Gesture Control: Cursor movement,ok,5.24,6.2273,2.3477
40,Lee,2026-05-18T21:08:16.547+08:00,Voice Assistant: Tell me what is 1 / 4,ok,131.72,11.0975,9.3670
41,Lee,2026-05-18T21:46:26.156+08:00,Voice Assistant: No speech detected,ok,1229.23,11.3953,15.9432
42,Lee,2026-05-18T21:47:03.582+08:00,Voice Assistant: Hi what is the meaning of computer science,ok,174.50,19.3064,7.1858
43,Lee,2026-05-18T21:52:58.007+08:00,Voice Assistant: 请打开油管,ok,1957.45,48.5774,11.6061
44,Lee,2026-05-18T21:53:18.849+08:00,Voice Assistant: 停止自动化,ok,866.32,11.0981,14.3596
45,Lee,2026-05-18T22:01:24.072+08:00,Voice Assistant: 请帮我截图,ok,2902.09,33.6709,12.9229
46,Lee,2026-05-18T22:06:29.577+08:00,Voice Assistant: 请打开WhatsApp,ok,1461.38,10.5009,13.9281
47,Lee,2026-05-18T22:06:45.401+08:00,Voice Assistant: 停止自动化,ok,1252.59,16.7379,8.9620
48,Lee,2026-05-18T22:16:50.542+08:00,Voice Assistant: Hey Friday open downloads,ok,1232.91,33.4150,11.1114
49,Lee,2026-05-18T22:17:48.901+08:00,Voice Assistant: Hey Friday open my downloads,ok,904.66,7.4584,5.1463
50,Lee,2026-05-18T22:18:31.744+08:00,Voice Assistant: 请问一加一等于多少,ok,1537.55,35.9850,6.2988
51,Lee,2026-05-18T22:20:05.788+08:00,Voice Assistant: 一加一是什么答案,ok,2556.38,46.4170,13.0861
52,Lee,2026-05-18T22:21:01.467+08:00,Voice Assistant: 能否告诉我一加一等于什么,ok,470.71,35.1831,8.6448
53,Lee,2026-05-18T22:22:32.212+08:00,Voice Assistant: Can you tell me what is computer science in software engineering,ok,1764.42,54.1974,10.9267
54,Lee,2026-05-18T22:33:24.793+08:00,Gesture Control: Cursor movement,ok,2.64,16.6420,2.7843
55,Lee,2026-05-18T23:39:56.065+08:00,Voice Assistant: Please open YouTube,ok,201.60,11.6019,16.5166
56,Lee,2026-05-18T23:40:20.142+08:00,Voice Assistant: Search Justin Bieber daisies,ok,338.21,57.7246,3.1513
57,Lee,2026-05-18T23:40:32.892+08:00,Voice Assistant: Stop automation,ok,525.21,8.3184,8.5087
58,Lee,2026-05-18T23:46:02.575+08:00,Voice Assistant: Please open Google Maps,ok,253.25,17.6105,8.7232
59,Lee,2026-05-18T23:46:13.527+08:00,Voice Assistant: Search Melaka sentral,ok,1402.74,14.0198,16.9524
60,Lee,2026-05-18T23:46:22.265+08:00,Voice Assistant: Stop automation,ok,2359.54,46.0482,11.0895
61,Lee,2026-05-18T23:46:41.238+08:00,Voice Assistant: Open YouTube,ok,1690.79,61.8613,12.6715
62,Lee,2026-05-18T23:46:58.732+08:00,Voice Assistant: Search Justin Bieber daisies,ok,502.01,6.7411,13.4696
63,Lee,2026-05-18T23:47:09.111+08:00,Voice Assistant: Play first,ok,3198.69,65.2933,18.2165
64,Lee,2026-05-18T23:47:41.574+08:00,Voice Assistant: Pause video,ok,2827.38,35.6256,6.7400
65,Lee,2026-05-18T23:47:51.254+08:00,Voice Assistant: Resume music,ok,457.65,44.9656,10.0994
66,Lee,2026-05-18T23:47:59.679+08:00,Voice Assistant: Stop automation,ok,2261.35,12.4332,10.1941
67,Lee,2026-05-18T23:48:15.340+08:00,Voice Assistant: Open WhatsApp,ok,3125.83,7.4422,13.3899
68,Lee,2026-05-18T23:48:24.882+08:00,Voice Assistant: Select first chat,ok,10.64,4.4028,8.7667
69,Lee,2026-05-18T23:48:34.271+08:00,Voice Assistant: Search user PG,ok,2953.68,3.2395,15.1880
70,Lee,2026-05-18T23:48:44.466+08:00,Voice Assistant: Select first chat,ok,604.40,3.2497,14.6843
71,Lee,2026-05-18T23:48:54.236+08:00,Voice Assistant: Clear search,ok,1583.87,19.4569,7.9698
72,Lee,2026-05-18T23:49:07.010+08:00,Voice Assistant: Selecta chat,ok,1712.19,11.3981,4.7599
73,Lee,2026-05-18T23:49:15.702+08:00,Voice Assistant: Select third chat,ok,1722.50,12.4821,7.9246
74,Lee,2026-05-18T23:49:23.868+08:00,Voice Assistant: Stop automation,ok,1113.92,12.4321,8.2771
75,Lee,2026-05-18T23:49:48.841+08:00,Voice Assistant: 打开谷歌新闻,ok,945.08,9.5195,15.6072
76,Lee,2026-05-18T23:50:05.575+08:00,Voice Assistant: 搜索美国新闻,ok,2229.35,59.0482,15.9170
77,Lee,2026-05-18T23:51:11.599+08:00,Voice Assistant: 搜索美国新闻,ok,560.98,18.6389,14.6724
78,Lee,2026-05-18T23:51:43.697+08:00,Voice Assistant: 输入美国新闻,ok,1284.84,41.0325,11.4749
79,Lee,2026-05-18T23:51:54.161+08:00,Voice Assistant: 停止自动化,ok,1178.59,19.7361,10.0416
80,Lee,2026-05-18T23:52:41.373+08:00,Voice Assistant: 打开谷歌新闻,ok,1911.96,42.0680,4.9980
81,Lee,2026-05-18T23:52:54.566+08:00,Voice Assistant: 搜索美国新闻,ok,435.78,31.0730,12.9693
82,Lee,2026-05-18T23:53:04.845+08:00,Voice Assistant: 停止自动化,ok,2362.74,16.2177,7.9447
83,Lee,2026-05-18T23:53:23.068+08:00,Voice Assistant: 打开油管,ok,2353.76,57.9947,3.2962
84,Lee,2026-05-18T23:53:36.112+08:00,Voice Assistant: 搜索林俊杰我怀念的,ok,1250.06,12.2378,8.2979
85,Lee,2026-05-18T23:53:47.404+08:00,Voice Assistant: 停止自动化,ok,684.87,39.6640,11.2905
86,Lee,2026-05-18T23:54:04.903+08:00,Voice Assistant: 打开聊天应用,ok,654.80,10.0603,10.1378
87,Lee,2026-05-18T23:54:17.571+08:00,Voice Assistant: 选择第一个聊天,ok,2320.37,28.0822,14.4746
88,Lee,2026-05-18T23:54:30.463+08:00,Voice Assistant: 搜索用户你好,ok,1464.81,15.7136,7.9043
89,Lee,2026-05-18T23:54:42.356+08:00,Voice Assistant: 选择第一个聊天,ok,1071.03,36.3550,9.0848
90,Lee,2026-05-18T23:54:58.028+08:00,Voice Assistant: 清除搜索,ok,3250.41,61.3755,6.1577
91,Lee,2026-05-18T23:55:09.259+08:00,Voice Assistant: 选择第一个聊天,ok,2858.63,31.9344,9.6167
92,Lee,2026-05-18T23:55:21.396+08:00,Voice Assistant: 输入你好,ok,476.42,50.3960,9.9866
93,Lee,2026-05-18T23:55:39.648+08:00,Voice Assistant: 清除对话,ok,2295.52,7.7917,12.4311
94,Lee,2026-05-18T23:55:57.387+08:00,Voice Assistant: 清除输入,ok,1151.38,8.3690,9.9673
95,Lee,2026-05-18T23:56:15.736+08:00,Voice Assistant: 清空消息,ok,1956.23,4.3746,7.9808
96,Lee,2026-05-18T23:56:26.429+08:00,Voice Assistant: 停止自动化,ok,2218.21,24.9788,12.5536
97,Lee,2026-05-19T00:04:40.876+08:00,Voice Assistant: Open my downloads,ok,1285.33,25.3771,10.3463
98,Lee,2026-05-19T00:04:57.451+08:00,Voice Assistant: Open WhatsApp,ok,1253.14,6.5292,11.7475
99,Lee,2026-05-19T00:05:10.217+08:00,Voice Assistant: Selecta chat,ok,0.73,9.0890,9.2339
100,Lee,2026-05-19T00:05:19.701+08:00,Voice Assistant: Select third chat,ok,1318.92,38.0563,10.0336
101,Lee,2026-05-19T00:05:29.758+08:00,Voice Assistant: Search user PG,ok,2731.31,6.8924,7.0317
102,Lee,2026-05-19T00:05:39.625+08:00,Voice Assistant: Select first chat,ok,2533.24,23.4743,5.9314
103,Lee,2026-05-19T00:05:49.175+08:00,Voice Assistant: Clear search,ok,900.15,58.4699,3.4518
104,Lee,2026-05-19T00:05:58.487+08:00,Voice Assistant: Select second chat,ok,1656.54,21.2794,4.0579
105,Lee,2026-05-19T00:06:07.160+08:00,Voice Assistant: Type message hello,ok,2085.24,28.7408,4.8693
106,Lee,2026-05-19T00:06:16.604+08:00,Voice Assistant: Clear message,ok,2056.30,49.3221,8.0295
107,Lee,2026-05-19T00:06:24.853+08:00,Voice Assistant: Stop automation,ok,960.15,56.7895,12.9077
108,Lee,2026-05-19T00:06:47.225+08:00,Voice Assistant: Please open YouTube,ok,801.06,42.1793,5.7295
109,Lee,2026-05-19T00:06:59.525+08:00,Voice Assistant: Search Justin Bieber basis,ok,1287.29,56.7140,5.5986
110,Lee,2026-05-19T00:07:13.074+08:00,Voice Assistant: Select first,ok,3298.80,35.6355,12.0235
111,Lee,2026-05-19T00:07:23.678+08:00,Voice Assistant: Play first,ok,489.39,29.6296,7.0937
112,Lee,2026-05-19T00:07:31.999+08:00,Voice Assistant: Pause video,ok,2630.49,27.8601,11.2808
113,Lee,2026-05-19T00:07:40.441+08:00,Voice Assistant: Stop automation,ok,549.46,26.8922,5.5622
114,Lee,2026-05-19T00:07:59.245+08:00,Voice Assistant: Play video,ok,2953.30,18.8282,12.6389
115,Lee,2026-05-19T00:08:23.727+08:00,Voice Assistant: 请打开油管,ok,14.73,47.3265,8.0292
116,Lee,2026-05-19T00:08:38.185+08:00,Voice Assistant: 搜索林俊杰我怀念的,ok,445.85,11.6766,5.4340
117,Lee,2026-05-19T00:08:52.375+08:00,Voice Assistant: 播放第一个,ok,1615.95,7.7314,17.5226
118,Lee,2026-05-19T00:09:02.967+08:00,Voice Assistant: 停止播放,ok,765.92,45.6841,17.5247
119,Lee,2026-05-19T00:17:30.665+08:00,Voice Assistant: 请打开油管,ok,744.25,23.7868,11.9624
120,Lee,2026-05-19T00:17:44.867+08:00,Voice Assistant: 搜索林俊杰我怀念的,ok,1642.11,25.2312,12.0866
121,Lee,2026-05-19T00:17:58.135+08:00,Voice Assistant: 播放第一个,ok,3356.51,22.3080,12.0347
122,Lee,2026-05-19T00:18:16.183+08:00,Voice Assistant: 调高音量,ok,1258.89,55.2179,8.7946
123,Lee,2026-05-19T00:18:28.988+08:00,Voice Assistant: 降低音量,ok,1890.03,65.3178,5.3087
124,Lee,2026-05-19T00:18:39.295+08:00,Voice Assistant: 停止播放,ok,2982.11,39.7474,14.1132
125,Lee,2026-05-19T00:18:49.668+08:00,Voice Assistant: 继续播放,ok,1515.74,22.1899,15.1289
126,Lee,2026-05-19T00:19:00.374+08:00,Voice Assistant: 停止自动化,ok,3277.53,33.8327,15.2817
127,Lee,2026-05-19T00:19:15.956+08:00,Voice Assistant: 打开聊天应用,ok,1165.27,55.4229,14.0603
128,Lee,2026-05-19T00:19:33.576+08:00,Voice Assistant: 搜索你好,ok,981.00,37.8844,16.1510
129,Lee,2026-05-19T00:19:47.506+08:00,Voice Assistant: 搜索用户好的,ok,1465.79,14.8586,3.7458
130,Lee,2026-05-19T00:19:58.109+08:00,Voice Assistant: 选择第一个聊天,ok,3167.06,57.1164,13.8229
131,Lee,2026-05-19T00:20:08.779+08:00,Voice Assistant: 输入好的没问题,ok,3037.59,39.6004,5.9184
132,Lee,2026-05-19T00:20:25.558+08:00,Voice Assistant: 清空聊天,ok,2393.58,25.1747,12.1018
133,Lee,2026-05-19T00:20:44.140+08:00,Voice Assistant: 清除消息,ok,651.14,67.2257,18.3997
134,Lee,2026-05-19T00:20:58.865+08:00,Voice Assistant: 清空搜索,ok,326.50,68.1955,16.3132
135,Lee,2026-05-19T00:21:09.484+08:00,Voice Assistant: 选择第一个聊天,ok,1824.29,32.4121,14.6774
136,Lee,2026-05-19T00:21:19.767+08:00,Voice Assistant: 停止自动化,ok,2085.99,44.7010,9.0713
137,Lee,2026-05-19T00:21:34.400+08:00,Voice Assistant: 打开谷歌新闻,ok,322.30,44.1073,18.6175
138,Lee,2026-05-19T00:21:46.391+08:00,Voice Assistant: 搜索美国新闻,ok,3012.88,32.8108,3.7633
139,Lee,2026-05-19T00:21:57.861+08:00,Voice Assistant: 停止自动化,ok,2932.99,16.2353,17.2817
140,Lee,2026-05-19T00:22:13.132+08:00,Voice Assistant: Hello please open YouTube,ok,1743.34,21.6789,9.3836
141,Lee,2026-05-19T00:22:24.167+08:00,Voice Assistant: Search Justin Bieber Beauty and a Beat,ok,2433.37,31.6619,5.1415
142,Lee,2026-05-19T00:22:34.810+08:00,Voice Assistant: Play first,ok,788.65,17.3543,12.5208
143,Lee,2026-05-19T00:22:43.411+08:00,Voice Assistant: Increase volume,ok,931.31,30.2565,14.4575
144,Lee,2026-05-19T00:22:51.823+08:00,Voice Assistant: Decrease volume,ok,671.06,32.6486,17.4158
145,Lee,2026-05-19T00:22:59.301+08:00,Voice Assistant: Pause video,ok,2935.46,47.9752,15.6785
146,Lee,2026-05-19T00:23:07.567+08:00,Voice Assistant: Stop automation,ok,708.32,15.5567,3.3331
147,Lee,2026-05-19T00:23:43.489+08:00,Voice Assistant: Please take screenshot,ok,390.52,6.3987,14.6496
148,Lee,2026-05-19T00:23:55.155+08:00,Voice Assistant: Take screenshot,ok,775.52,48.7902,11.6044
149,Lee,2026-05-19T00:24:32.633+08:00,Voice Assistant: 请截屏,ok,1255.13,16.0918,13.4729
150,Lee,2026-05-19T00:25:09.437+08:00,Gesture Control: Pinch gestures,ok,6.46,18.9830,8.3935
151,Lee,2026-05-19T00:28:40.215+08:00,Gesture Control: Zoom gestures,ok,1.6,5.2362,6.0392
152,Lee,2026-05-19T00:29:13.797+08:00,Gesture Control: Pinch gestures,ok,5,16.6221,2.2846
153,Lee,2026-05-19T00:30:55.982+08:00,Gesture Control: Pinch gestures,ok,5.83,14.5166,12.1169
154,Lee,2026-05-19T00:31:16.401+08:00,Gesture Control: Drag and drop,ok,4.71,18.4621,12.0205
155,Lee,2026-05-19T00:31:26.702+08:00,Gesture Control: Zoom gestures,ok,1.54,7.8924,4.2921
156,Lee,2026-05-19T00:31:58.603+08:00,Gesture Control: Cursor movement,ok,7.14,19.9060,4.4190
157,Lee,2026-05-19T00:32:38.416+08:00,Gesture Control: Pinch gestures,ok,0.58,14.4262,8.1322
158,Lee,2026-05-19T00:32:45.048+08:00,Gesture Control: Zoom gestures,ok,2.11,18.9918,9.1717
159,Lee,2026-05-19T00:32:51.448+08:00,Gesture Control: Drag and drop,ok,8.63,18.2167,6.9639
160,Lee,2026-05-19T00:33:07.545+08:00,Gesture Control: Left-click,ok,9.28,26.8212,5.1072
161,Lee,2026-05-23T11:34:41.295+08:00,Gesture Control: Cursor movement,ok,6.38,7.0483,7.6816
162,Lee,2026-05-23T11:35:24.103+08:00,Voice Assistant: Good morning please open WhatsApp,ok,1014.01,56.2274,4.1486
163,Lee,2026-05-23T11:35:33.047+08:00,Voice Assistant: Select first chat,ok,2193.75,57.0039,10.3621
164,Lee,2026-05-23T11:35:42.546+08:00,Voice Assistant: Send message,ok,2889.66,45.4170,17.1094
165,Lee,2026-05-23T11:35:50.541+08:00,Voice Assistant: Stop automation,ok,253.34,20.8680,15.5258
166,Lee,2026-05-23T11:36:22.910+08:00,Voice Assistant: Good morning marino's what is the meaning of,ok,805.56,41.1236,11.1428
167,Lee,2026-05-23T11:36:46.357+08:00,Voice Assistant: May I know what is the meaning of computer science,ok,1796.36,12.8564,8.2909
168,Lee,2026-05-23T11:37:05.011+08:00,Gesture Control: Drag and drop,ok,4.3,7.0507,3.3168
169,Lee,2026-05-23T11:37:30.855+08:00,Gesture Control: Zoom gestures,ok,7.23,16.7144,6.3246
170,Lee,2026-05-23T11:39:52.791+08:00,Voice Assistant: 截图,ok,352.01,60.9899,18.0935
171,Lee,2026-05-23T12:17:34.233+08:00,Voice Assistant: What is the time today,ok,271.00,37.3058,11.4602
172,Lee,2026-05-23T12:25:51.397+08:00,Gesture Control: Cursor movement,ok,1.45,8.4130,9.4912
173,Lee,2026-05-23T12:26:01.655+08:00,Gesture Control: Pinch gestures,ok,5.15,8.1162,7.0507
174,Lee,2026-05-23T12:26:08.890+08:00,Gesture Control: Right-click,ok,11.89,11.6555,10.2112
175,Lee,2026-05-23T12:35:50.391+08:00,Voice Assistant: May I know what time is today,ok,2866.92,5.3082,18.1522
176,Lee,2026-05-23T12:36:13.858+08:00,Voice Assistant: What is today's date,ok,2907.49,4.4054,16.3949
177,Lee,2026-05-23T12:36:52.020+08:00,Voice Assistant: 今天是什么日期,ok,1490.62,44.2696,9.6088
178,Lee,2026-05-23T12:37:05.942+08:00,Voice Assistant: 今天是什么时间,ok,3492.00,67.8650,14.8014
179,Lee,2026-05-23T12:37:47.619+08:00,Voice Assistant: What is today's date,ok,1665.76,11.9099,3.2434
180,Lee,2026-05-23T12:38:01.494+08:00,Voice Assistant: What time now,ok,1098.52,61.7322,4.7833
181,Lee,2026-05-23T12:38:15.846+08:00,Gesture Control: Cursor movement,ok,2.34,22.3580,10.8197
182,Lee,2026-05-23T12:38:22.259+08:00,Gesture Control: Zoom gestures,ok,4.04,5.4490,1.8257
183,Lee,2026-05-23T12:38:27.721+08:00,Gesture Control: Zoom gestures,ok,3.22,22.4356,8.7080
184,Lee,2026-05-23T12:38:32.447+08:00,Gesture Control: Pinch gestures,ok,5.4,26.4680,6.8164
185,Lee,2026-05-23T12:38:40.206+08:00,Gesture Control: Drag and drop,ok,11.69,21.7883,2.9120
186,Lee,2026-05-23T12:38:50.099+08:00,Gesture Control: Double click,ok,0.82,27.2394,8.8470
187,Lee,2026-05-23T12:38:55.485+08:00,Gesture Control: Right-click,ok,8,10.9875,7.3269
188,Lee,2026-05-23T12:43:39.418+08:00,Gesture Control: Pinch gestures,ok,9.61,19.2374,10.8927
189,Lee,2026-05-23T13:17:45.857+08:00,Gesture Control: Cursor movement,ok,10.46,25.0928,9.5515
190,Lee,2026-05-23T13:19:09.161+08:00,Gesture Control: Zoom gestures,ok,0.31,25.9767,3.4851
191,Lee,2026-05-23T13:40:09.039+08:00,Gesture Control: Cursor movement,ok,8.62,8.4791,6.9320
192,Lee,2026-05-23T14:00:39.039+08:00,Gesture Control: Drag and drop,ok,4.5,23.8506,1.3756
193,Lee,2026-05-23T16:37:11.532+08:00,Voice Assistant: Take screenshot,ok,215.48,12.0052,13.5875
194,Lee,2026-05-23T16:38:14.378+08:00,Voice Assistant: What is the meaning of life,ok,2251.19,13.6876,16.3120
195,Lee,2026-05-23T16:47:17.795+08:00,Gesture Control: Cursor movement,ok,3.81,11.8345,3.2009
196,Lee,2026-05-23T16:47:57.690+08:00,Voice Assistant: Take screenshot,ok,468.92,55.3483,4.6256
197,Lee,2026-05-23T16:48:45.875+08:00,Voice Assistant: Cinta Kai deltin in Yong,ok,181.00,11.5788,11.7449
198,Lee,2026-05-23T16:54:00.443+08:00,Gesture Control: Cursor movement,ok,3.11,13.7535,5.2020
199,Lee,2026-05-23T17:00:41.378+08:00,Voice Assistant: 请打开聊天应用,ok,1522.02,52.5880,8.5248
200,Lee,2026-05-23T17:00:53.657+08:00,Voice Assistant: 选择第二个聊天,ok,951.58,39.2043,10.4785
201,Lee,2026-05-23T17:01:06.995+08:00,Voice Assistant: 搜索用户PG,ok,2489.04,20.0810,13.1120
202,Lee,2026-05-23T17:01:27.960+08:00,Voice Assistant: 选择第一个聊天,ok,461.38,20.9123,11.3074
203,Lee,2026-05-23T17:01:39.863+08:00,Voice Assistant: 停止自动化,ok,1316.31,19.9875,8.6984
204,Lee,2026-05-23T17:02:12.971+08:00,Voice Assistant: Please take screenshot,ok,31.89,63.3940,10.6914
205,Lee,2026-05-23T17:02:29.029+08:00,Voice Assistant: 截图,ok,3261.07,63.9906,16.9196
206,Lee,2026-05-23T17:03:21.077+08:00,Gesture Control: Cursor movement,ok,5.43,5.0133,7.4179
207,Lee,2026-05-23T17:04:06.989+08:00,Gesture Control: Cursor movement,ok,11.63,5.2201,5.5621
208,Lee,2026-05-23T17:06:11.487+08:00,Voice Assistant: What is the meaning of life,ok,1737.92,9.9883,11.7148
209,Lee,2026-05-23T17:06:30.348+08:00,Voice Assistant: What is 1 + 1,ok,184.88,62.2612,10.1388
210,Lee,2026-05-23T17:07:36.015+08:00,Gesture Control: Pinch gestures,ok,6.25,26.5699,3.5739
211,Lee,2026-05-23T17:10:13.394+08:00,Voice Assistant: 1 + 1 = what,ok,3446.92,14.2005,14.0561
212,Lee,2026-05-23T17:12:00.994+08:00,Voice Assistant: 3 / 2 =,ok,1893.10,20.3658,15.3096
213,Lee,2026-05-23T17:12:24.757+08:00,Voice Assistant: 三乘九等于多少,ok,837.02,12.2927,8.8538
214,Lee,2026-05-23T17:12:50.688+08:00,Gesture Control: Double click,ok,11.16,24.6466,1.9984
215,Lee,2026-05-23T17:13:13.046+08:00,Gesture Control: Cursor movement,ok,5.58,7.6889,4.7668
216,Lee,2026-05-23T18:19:37.019+08:00,Voice Assistant: Please open WhatsApp,ok,946.50,13.0354,14.1790
217,Lee,2026-05-23T18:19:47.330+08:00,Voice Assistant: Search user PG,ok,249.04,68.2469,16.9697
218,Lee,2026-05-23T18:19:56.160+08:00,Voice Assistant: Stop automation,ok,862.04,37.6848,11.4795
219,Lee,2026-05-23T19:58:22.440+08:00,Gesture Control: Cursor movement,ok,4.52,16.2622,1.2450
220,Lee,2026-05-23T23:44:41.330+08:00,Gesture Control: Drag and drop,ok,10.04,19.8734,4.3248
221,Lee,2026-05-23T23:45:09.161+08:00,Voice Assistant: Good day what is 15 /,ok,1533.98,54.4829,7.1360
222,Lee,2026-05-23T23:45:24.731+08:00,Voice Assistant: Good day what is the result of 15 / 9,ok,870.12,59.8780,9.6998
223,Lee,2026-05-23T23:46:04.128+08:00,Voice Assistant: 三乘五等于多少,ok,1938.50,15.0258,5.4006
224,Lee,2026-05-24T00:01:27.462+08:00,Voice Assistant: 五乘15等于多少,ok,3498.08,32.9453,12.5939
225,Lee,2026-05-24T00:01:46.210+08:00,Voice Assistant: 75除2等于多少,ok,1704.99,67.5833,8.5586
226,Lee,2026-05-24T00:01:59.227+08:00,Voice Assistant: What is the answer for 5 / 3,ok,367.73,16.2730,7.0756
227,Lee,2026-05-24T00:02:13.219+08:00,Voice Assistant: Open WhatsApp,ok,3361.11,35.2279,4.0409
228,Lee,2026-05-24T00:02:22.409+08:00,Voice Assistant: Select second chat,ok,494.63,5.4751,17.8123
229,Lee,2026-05-24T00:02:30.594+08:00,Voice Assistant: Stop operation,ok,101.47,9.7266,3.0836
230,Lee,2026-05-24T00:02:53.631+08:00,Voice Assistant: 请打开聊天应用,ok,1506.58,67.2646,9.2653
231,Lee,2026-05-24T00:03:11.067+08:00,Voice Assistant: 选择第2个聊天,ok,2835.38,33.4098,16.7368
232,Lee,2026-05-24T00:03:27.339+08:00,Voice Assistant: 选择第2个聊天,ok,2143.15,17.9716,18.4569
233,Lee,2026-05-24T00:03:38.716+08:00,Voice Assistant: 搜索用户PG,ok,3250.96,58.3302,8.8310
234,Lee,2026-05-24T00:03:50.897+08:00,Voice Assistant: 选择第一个聊天,ok,2838.93,37.1371,3.0641
235,Lee,2026-05-24T00:04:06.716+08:00,Voice Assistant: 选择第2个聊天,ok,202.24,44.6420,3.2515
236,Lee,2026-05-24T00:04:16.835+08:00,Voice Assistant: 停止自动化,ok,661.03,12.5045,7.6715
237,Lee,2026-05-24T00:14:15.530+08:00,Gesture Control: Cursor movement,ok,10.54,18.6085,1.7648
238,Lee,2026-05-24T00:14:23.478+08:00,Gesture Control: Drag and drop,ok,7.14,18.0555,3.4607
239,Lee,2026-05-24T00:14:27.986+08:00,Gesture Control: Zoom gestures,ok,5.66,12.9022,5.7831
